Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Latitude,Longitude,Coord,Latitude_rad,Longitude_rad,Coord_rad
Punggol Plaza,"168 Punggol Field, S(820168)","Free for 1st 15min, \$1.00 for next subsequent hr from 8am to 5pm","Free for 1st 15min, \$1.00 for next subsequent hr from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,1.3941946000000005,103.9131318,"(1.3941946000000005, 103.9131318)",0.024333286183525343,1.813626285968822,"(0.024333286183525343, 1.8136262859688219)"
Temasek Club,"131 Rifle Range Road, S(588406)","\$1.20 for the first hr, \$0.30 for next subsequent 15min from 7am to 4.59pm","\$2.50 for the first hr, \$0.30 for next subsequent 15min from 5pm to 7am the following day","\$2.50 for the first hr, \$0.30 for next subsequent 15min from 7am to 7am the following day","\$2.50 for the first hr, \$0.30 for next subsequent 15min fromm 7am to 7am the following day",1.3463996,103.7805973,"(1.3463996, 103.7805973)",0.023499106067534647,1.8113131225713373,"(0.023499106067534647, 1.8113131225713373)"
Marina Bay Sands (MBS),"10 Bayfront Ave, S(018970)","\$7.00 for 1st hr, \$1.00 for next subsequent 30min up to a maximum charge of \$26.00 from 7am to 7pm, \$6.00/day for guests staying at the hotel","\$7.00/entry from 7pm to 7am the following day, \$6.00/day for guests staying at the hotel","\$8.00 for 1st hr, \$1.00 for next subsequent 30min up to a maximum charge of \$26.00 from 7am to 7pm, \$6.00/day for guests staying at the hotel","\$8.00 for 1st hr, \$1.00 for next subsequent 30min up to a maximum charge of \$26.00 from 7am to 7pm, \$6.00/day for guests staying at the hotel",1.2861964,103.8592773,"(1.2861963999999999, 103.85927729999999)",0.02244836200729799,1.8126863476268065,"(0.022448362007297992, 1.8126863476268065)"
Millenia Walk (Basement Car Park),"9 Raffles Boulevard, S(039596)","\$3.30 for 1st hr, \$1.10 for next subsequent 30min from 7am to 6pm",\$2.20/entry from 6pm to 7am the following day,"\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day","\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day",1.2927292,103.859401,"(1.2927291999999999, 103.85940100000001)",0.02256238087667228,1.8126885065990914,"(0.02256238087667228, 1.8126885065990914)"
Bukit Timah Plaza,"1 Jalan Anak Bukit, S(588996)",\$1.40/hr from 7.30am to 5pm,\$2.40/entry from 5pm to 7.30am the following day,Charges same as weekdays,"\$2.40 for the 1st 3hr, \$1,40 for the next subsequent hr from 7.30am to 5pm, \$2.40/entry from 5pm to 7am the following day",1.3386026000000002,103.7785976,"(1.3386026000000002, 103.7785976)",0.02336302274575665,1.811278221222285,"(0.023363022745756652, 1.8112782212222851)"
MacRitchie Reservoir Park,"Reservoir Road, S(570000)",\$0.02/min from 7am to 7am the following day,\$0.02/min from 7am to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3409875,103.8328531,"(1.3409875, 103.83285309999999)",0.02340464710308746,1.812225158334601,"(0.023404647103087459, 1.812225158334601)"
*Scape,"2 Orchard Link, S(237978)",\$2.05/hr from 7am to 4.59pm,"\$5.15 for 1st 3hr, \$2.05 for next subsequent hr from 5pm to 6.59am the following day",\$2.05/hr from 7am to 7am the following day,"\$2.05/hr from 7am to 4.59pm, \$5.15 for 1st 3hr, \$2.05 for next subsequent hr from 5pm to 6.59am the following day",1.3010389999999998,103.8357832,"(1.3010389999999998, 103.83578320000001)",0.0227074142468545,1.8122762982270135,"(0.022707414246854501, 1.8122762982270135)"
Samsung Hub,"3 Church Street, S(049483)",\$2.20/30min from 7am to 6pm,\$3.20/entry from 6pm to 12midnight,\$3.20/entry from 7am to 12midnight,\$3.20/entry from 7am to 12midnight,1.2832446000000002,103.8496597,"(1.2832446000000002, 103.8496597)",0.022396843378437628,1.8125184888406667,"(0.022396843378437628, 1.8125184888406667)"
Nex Mall,"23 Serangoon Central, S(556083)","\$1.30 for 1st hr, \$0.65 for next subsequent 30min from 7am to 5pm","\$1.30 for 1st hr, \$0.65 for next subsequent 30min from 5pm to 7am the following day","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 7am the following day","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 7am the following day",1.3504472,103.8723861,"(1.3504472000000001, 103.87238609999999)",0.023569750014338368,1.812915139347792,"(0.023569750014338368, 1.812915139347792)"
The Lawn @ Marina Bay,"12 Marina Boulevard, S(018982)",\$0.80/10min from 6am to 6pm,"\$3.00 for 1st four hr, \$0.25 for next subsequent 10min from 6pm to 6am.","\$3.00 for 1st four hr, \$0.25 for next subsequent 10min.","\$3.00 for 1st four hr, \$0.25 for next subsequent 10min.",1.280059,103.8552649,"(1.2800590000000001, 103.85526490000001)",0.022341244169786095,1.8126163180358994,"(0.022341244169786095, 1.8126163180358994)"
Kreta Ayer People's Theatre ,"30A Kreta Ayer Road, S(088997)",\$1.00/30min from 7am to 5pm,\$0.50/30min from 5pm to 10pm,Same as Weekdays,Same as Weekdays,1.2814143999999998,103.842787,"(1.2814143999999998, 103.842787)",0.022364900362467622,1.812398537597165,"(0.022364900362467622, 1.812398537597165)"
URA Bayfront Car Park,"11 Marina Boulevard, S(018940)",\$2.00/30min from 7am to 6pm,\$1.60/hr from 6pm to 7am,"\$2.00/30min from 7am to 1pm, \$0.80/30min from 1pm to 7am the following day",\$0.80/30min from 7am to 7am the following day,1.2802848,103.856454,"(1.2802848, 103.856454)",0.022345185123237098,1.812637071746035,"(0.022345185123237098, 1.8126370717460349)"
Park Regis Singapore,"23 Merchant Road, S(058268)","\$5 for 1st hr, \$1.50 for next subsequent 30min from 8am to 5pm","\$5 for 1st hr, \$1.50 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,1.2880855,103.8445451,"(1.2880855, 103.84454509999999)",0.02248133302219742,1.8124292222307443,"(0.02248133302219742, 1.8124292222307443)"
Chevron House,"30 Raffles Place, S(048622)",\$3.00/30min from 7.30am to 6.29pm,\$3.50/entry from 6.30pm to 7.30am the following day,"\$3.00/30min from 7.30am to 1pm, \$3.50/entry from 1pm to 7.30am the following day",\$3.50/entry from 7.30am to 7.30am the following day,1.2841089,103.852015,"(1.2841088999999999, 103.85201500000001)",0.022411928259162616,1.8125595965805388,"(0.022411928259162616, 1.8125595965805388)"
Singapore Cruise Center,"1 Maritime Square, HarbourFront Centre","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 7am to 6pm","\$2.04/hr from 1am to 7am, \$2.40/entry from 6pm to 1am the following day",Charges same as weekdays,Charges same as weekdays,1.264325,103.820306,"(1.2643249999999999, 103.820306)",0.022066634065277306,1.8120061701280241,"(0.022066634065277306, 1.8120061701280241)"
Bedok Point,"799 New Upper Changi Road,","\$1.20 for 1st hr, \$0.70 for next subsequent 30min from 7am to 7am the following day","\$1.20 for 1st hr, \$0.70 for next subsequent 30min from 7am to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3249573,103.9323454,"(1.3249573000000001, 103.9323454)",0.023124867333334263,1.813961626549983,"(0.023124867333334263, 1.8139616265499829)"
Bestway Building,"12 Prince Edward Road, S (079212)",\$2.00/hr from 7am to 6pm,\$3.00/entry from 6pm to 7am the following day,\$3.00/entry from 7am to 7am the following day,\$3.00/entry from 7am to 7am the following day,1.2737183,103.8483816,"(1.2737183000000001, 103.8483816)",0.02223057807790489,1.812496181787497,"(0.022230578077904892, 1.8124961817874969)"
"NTU Car Park (C, D, E, F, G, I, J, P, Q, R, S, Hall 7)","50 Nanyang Avenue, S(639798)","\$0.015/min from 8am to 6pm, maximum charge of \$3.60/day",Free parking after 6pm,Free Parking,Free Parking,1.3477484,103.6828574,"(1.3477484, 103.6828574)",0.023522647068485544,1.8096072395057674,"(0.023522647068485544, 1.8096072395057674)"
NTU Car Park (ADM),"50 Nanyang Avenue, S(639798)","\$0.15/min from 8am to 6pm, maximum charge of \$3.60/day",Free parking after 6pm,Free Parking,Free Parking,1.3477484,103.6828574,"(1.3477484, 103.6828574)",0.023522647068485544,1.8096072395057674,"(0.023522647068485544, 1.8096072395057674)"
NTU Car Park (SPMS),"50 Nanyang Avenue, S(639798)","\$0.15/min from 8am to 6pm, maximum charge of \$3.60/day",Free parking after 6pm,Free Parking,Free Parking,1.3477484,103.6828574,"(1.3477484, 103.6828574)",0.023522647068485544,1.8096072395057674,"(0.023522647068485544, 1.8096072395057674)"
NTU Car Park (Canteen 2),"50 Nanyang Avenue, S(639798)",Free Parking,Free Parking,Free Parking,Free Parking,1.3477484,103.6828574,"(1.3477484, 103.6828574)",0.023522647068485544,1.8096072395057674,"(0.023522647068485544, 1.8096072395057674)"
"NTU Car Park (H3, H4, H6, H8, H16, GH, NEC, SRC)","50 Nanyang Avenue, S(639798)",Free Parking,Free Parking,Free Parking,Free Parking,1.3477484,103.6828574,"(1.3477484, 103.6828574)",0.023522647068485544,1.8096072395057674,"(0.023522647068485544, 1.8096072395057674)"
"NTU Car Park (Nanyang Heights, Nanyang Meadow, Nanyang View)","50 Nanyang Avenue, S(639798)",Free Parking,Free Parking,Free Parking,Free Parking,1.3477484,103.6828574,"(1.3477484, 103.6828574)",0.023522647068485544,1.8096072395057674,"(0.023522647068485544, 1.8096072395057674)"
The Clementi Mall,3155 Commonwealth Avenue West S(129588),"\$1.60 for 1st hr, \$0.80 for next subsequent 30min from 9am to 11pm","\$1.60 for 1st hr, \$0.80 for next subsequent 30min from 9am to 11pm",Charges same as weekdays,Charges same as weekdays,1.314918,103.7643089,"(1.314918, 103.7643089)",0.0229496484937388,1.8110288363614555,"(0.022949648493738799, 1.8110288363614555)"
Khoo Teck Puat Hospital,"90 Yishun Central, S(768828)",\$0.03/min from 8am to 5pm,\$0.03/min from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,1.4243583999999998,103.838059,"(1.4243583999999998, 103.838059)",0.024859743808438396,1.8123160184301306,"(0.024859743808438396, 1.8123160184301306)"
NCS Hub,"5 Ang Mo Kio Street 62, S (569141)","\$1.00 for 1st hr, \$0.70 for subsequent hr up to a maximum charge of \$10.00","\$1.00 for 1st hr, \$0.70 for subsequent hr up to a maximum charge of \$10.00",Charges same as weekdays,Charges same as weekdays,1.387928,103.844052,"(1.3879280000000001, 103.844052)",0.024223913380619858,1.8124206160122027,"(0.024223913380619858, 1.8124206160122027)"
Golden Mile Tower,6001 Beach Road S(199589),\$1.80/hr from 8am to 5pm,\$2.25/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.40/entry from 8am to 8am the following day,1.3019627,103.8640868,"(1.3019627, 103.8640868)",0.022723535853155178,1.812770289237181,"(0.022723535853155178, 1.8127702892371811)"
Craig Place,20 Craig Road S(089692),"\$3.00 for 1st hr, \$0.05/min for next subsequent hr from 7am to 6pm",\$3.50/entry from 6pm to 7am the following day,Charges same as weekdays,\$2.50/entry from 7am to 7am the following day,1.278053,103.842299,"(1.2780530000000001, 103.842299)",0.02230623286499109,1.812390020390415,"(0.022306232864991091, 1.8123900203904151)"
Seah Im Carpark,2 Seah Im Road S(099114),\$0.50/30min from 7am to 10.30pm,\$0.50/30min from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.2666678999999998,103.818942,"(1.2666678999999998, 103.81894200000001)",0.022107525384322278,1.811982363837027,"(0.022107525384322278, 1.8119823638370269)"
Dawson Place,57 Dawson Road S(142057),\$0.50/30min from 7am to 5pm,"\$0.50/30min from 5pm to 12midnight up to a maximum charge of \$1.00, \$0.50/30min from 12midnight to 7am up to a maximum charge of \$2.00",\$0.50/30min from 7am to 7am the following day,\$0.50/30min from 7am to 7am the following day,1.2927302,103.8110083,"(1.2927302000000001, 103.8110083)",0.022562398329964803,1.8118438946501614,"(0.022562398329964803, 1.8118438946501614)"
Crown Centre,557 Bukit Timah Road S(269694),"\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 8am to 5pm","\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,1.3230427,103.8111879,"(1.3230427, 103.81118790000001)",0.023091451259475582,1.8118470292614979,"(0.023091451259475582, 1.8118470292614979)"
Hong Lim Complex,531 Upper Cross Street S(050531),\$1.20/30min from 7am to 5pm,"\$0.50/30min from 5pm to 10.30pm, \$4.00/entry from 10.30pm to 7.00am the following day",Charges same as weekdays,"\$0.50/30min from 7am to 10.30pm, \$4.00/entry from 10.30pm to 7.00am the following day",1.2841715,103.8454351,"(1.2841715, 103.84543509999999)",0.022413020835274362,1.812444755661087,"(0.022413020835274362, 1.812444755661087)"
Thye Hong Centre,2 Leng Kee Road S(159086),"\$2.00/30min or part thereof from 7.30am to 11am, \$1.20/hr or part thereof from 11am to 6pm",\$2.00/entry from 6pm to 11am the following day,"\$2.00/30min or part thereof from 7.30am to 11am, \$1.20/hr or part thereof from 11am to 1pm, \$2.00/entry after 1pm",\$2.00/entry from 7.30am to 7.30am the following day,1.2910046999999998,103.8148873,"(1.2910046999999998, 103.8148873)",0.022532282673721635,1.8119115959718461,"(0.022532282673721635, 1.8119115959718461)"
6 Raffles Quay,6 Raffles Quay S(048580),\$2.50/30min from 7am to 8pm,\$3.00/entry after from 8pm to 11pm,"\$2.50/30min from 7am to 3pm, \$3.00/entry after from 3pm to 7pm",carpark close,1.2817911,103.8514035,"(1.2817911, 103.8514035)",0.02237147501775989,1.812548923892163,"(0.022371475017759889, 1.812548923892163)"
One Raffles Quay,1 Raffles Quay S(048583),\$1.07/10min block or part thereof from 6am to 5pm,"\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 5pm to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day",1.281092,103.8520854,"(1.2810919999999999, 103.85208540000001)",0.022359273420959194,1.8125608252923324,"(0.022359273420959194, 1.8125608252923324)"
The Sail @ Marina Bay,2 Marina Boulevard S(018987),\$4/hr from 6am to 6pm,\$1.50/hr from 6pm to 5.59am the following day,"\$4/hr from 6am to 5.59pm, \$1.50/hr from 1pm onwards",\$1.50/hr,1.2813618999999998,103.8526799,"(1.2813618999999998, 103.85267990000001)",0.022363984064610327,1.8125712012747355,"(0.022363984064610327, 1.8125712012747355)"
Marina Bay Financial Centre Tower 2,10 Marina Boulevard S(018983),\$6.42/hr 6am to 6pm,"\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day",1.2792463,103.8541121,"(1.2792463000000001, 103.85411209999999)",0.022327059878955138,1.8125961978802825,"(0.022327059878955138, 1.8125961978802825)"
Keck Seng Tower,133 Cecil Street S(069535),\$2.50/30min from 8am to 6pm,\$2.50/entry from 6pm to 10pm,"\$2.50/30min from 8am to 2pm, \$2.50/entry from 2pm to 10pm",Closed,1.2803125,103.8489856,"(1.2803125, 103.84898559999999)",0.0223456685794399,1.8125067235761791,"(0.022345668579439901, 1.8125067235761791)"
10 Winstedt,10 Winstedt Road S(227977),\$0.80/30min from 6am to 6pm or part thereof,\$2.00/entry from 6pm to 3am the following day,"\$1.00/30min from 6am to 3pm or part thereof, \$2.00/entry from 3pm to 3am the following day",\$2.00/entry from 6am to 3am the following day,1.3099806,103.8418875,"(1.3099806000000001, 103.8418875)",0.02286347460725083,1.8123828383605431,"(0.022863474607250831, 1.8123828383605431)"
Balmoral Plaza,271 Bukit Timah Road S(259708),\$2.00/hr from 8am to 5pm,"\$2.50/entry from 5pm to 12midnight, \$2.00/hr from 12midnight to 8am the following day",Charges same as weekdays,\$2.00/entry from 8am to 8am the following day,1.316447,103.8354136,"(1.3164469999999999, 103.8354136)",0.02297633457800179,1.8122698474900982,"(0.02297633457800179, 1.8122698474900982)"
Maxwell House,38 Maxwell Road S(069116),\$1.40/30min or part thereof from 6.30am to 5pm,"\$3.00/entry from 5pm to 10pm, \$2.00/entry from 10pm to 6.30am the following day",Charges same as weekdays,"\$3.00/entry from 6.30am to 10pm, \$2.00/entry from 10pm to 6.30am the following day",1.278665,103.8449493,"(1.2786649999999999, 103.8449493)",0.022316914280013294,1.8124362768515807,"(0.022316914280013294, 1.8124362768515807)"
1001 Bukit Merah Lane 3,1001 Bukit Merah Lane 3 S(159718),\$0.50/30min from 7am to 10.30pm,\$0.50/30min or up to a maximum charge of \$4.00 from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.2844593999999998,103.8063389,"(1.2844593999999998, 103.80633890000001)",0.02241804563819085,1.8117623982460687,"(0.022418045638190848, 1.8117623982460687)"
Woodlands Mart,Woodlands Avenue 6 S(730768),\$0.50/30min from 8am to 5pm,\$0.50/30min from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,1.4389498,103.8029731,"(1.4389498000000001, 103.80297309999999)",0.025114411780913903,1.8117036539541052,"(0.025114411780913903, 1.8117036539541052)"
Mount Sophia,Mount Sophia,"\$1.40/30min from 8am to 9.59am, \$1.40/hr from 10am to 9.59pm",\$3.00/entry from 10pm to 7.59am the following day,"\$1.40/hr from 8am to 9.59pm, \$3.00/entry from 10pm to 7.59am the following day","\$1.40/hr from 8am to 9.59pm, \$3.00/entry from 10pm to 7.59am the following day",1.3011912,103.846599,"(1.3011912000000001, 103.846599)",0.022710070637976042,1.812465069548251,"(0.022710070637976042, 1.8124650695482509)"
Changi City Point,"5 Changi Business Park Central 1, S(486038)",\$0.70/30min from 7.01am to 6pm,\$2.50/entry from 6.01pm to 7am the following day,"\$2.50 for 1st 2hr, \$1.20 for next subsequent 30min from 7.01am to 5pm, \$2.50/entry from 5.01pm to 7am the following day","\$2.50 for 1st 2hr, \$1.20 for next subsequent 30min from 7.01am to 5pm, \$2.50/entry from 5.01pm to 7am the following day",1.3343368999999998,103.962458,"(1.3343368999999998, 103.962458)",0.023288572235854323,1.814487190566319,"(0.023288572235854323, 1.8144871905663189)"
Singapore Swimming Club,"45 Tanjong Rhu Road, S(436899)","\$1.50 for 1st hr, \$0.02 for next subsequent min from 6am to 6pm","\$2.03 for 1st hr, \$0,03 for next subsequent min from 6pm to 6am the following day",Charges same as weekdays,Charges same as weekdays,1.2969613000000002,103.8813718,"(1.2969613000000002, 103.8813718)",0.022636244955945937,1.8130719693983883,"(0.022636244955945937, 1.8130719693983883)"
HarbourFront Tower 1,"1 HarbourFront Place, S(098633)",\$1.05/30min from 7am to 7pm,"\$3.10/entry from 7pm to 1am the following day, \$3.10/hr from 1am to 7am","\$1.05/30min from 7am to 1pm, \$1.20 for 1st hr, \$0.60 for subsequent 30min from 1pm to 6pm, \$2.40/entry from 6pm to 1am the following day, \$3.10/hr from 1am to 7am","\$1.20 for 1st hr, \$0.60 for subsequent 30min from 7am to 6pm, \$2.40/entry from 6pm to 1am the following day, \$3.10/hr from 1am to 7am",1.2648081,103.8192714,"(1.2648081, 103.81927140000001)",0.022075065750893692,1.811988112951583,"(0.022075065750893692, 1.8119881129515829)"
The Fleming,"59 Science Park Drive, S(118239)","\$0.56 for 1st hr, \$1.07 for next subsequent hr from 7.30am to 7.30pm",Carpark Closed after 7.30pm daily,Carpark Closed,Carpark Closed,1.29239,103.786749,"(1.2923899999999999, 103.786749)",0.022556460719849514,1.8114204899909323,"(0.022556460719849514, 1.8114204899909323)"
TUV SUD PSB,"1 Science Park Drive, S(118221)","\$0.56 for 1st hr, \$1.07 for every subsequent hr from 7.30am to 7.30pm","\$2.00/entry from 7pm to 3am the following day, \$20.00/entry from 3am to 6am",Charges same as weekdays,"\$2.00/entry from 6am to 3am the following day, \$20.00/entry from 3am to 6am",1.291401,103.785218,"(1.291401, 103.785218)",0.022539199413547293,1.8113937690000843,"(0.022539199413547293, 1.8113937690000843)"
991 Alexandra Road,"991B Alexandra Road, S(119970)",\$1.60/hr from 6am to 7pm,Free parking limited to 6 lots,Free parking limited to 6 lots,Free parking limited to 6 lots,1.273889,103.803415,"(1.273889, 103.803415)",0.022233557354938045,1.8117113665640696,"(0.022233557354938045, 1.8117113665640696)"
DSO National Laboratories,"20 Science Park Drive, S(118230)",Free parking limited to 6 lots,"\$2.00/entry from 6pm to 7am the following day for cars, \$2.50/entry from 6pm to 7am the following day for commercial vehicles",Charges same as weekdays,\$2.50/entry from 7am to 7am the following day,1.2892506,103.7887844,"(1.2892506000000001, 103.7887844)",0.022501667853312403,1.8114560144225273,"(0.022501667853312403, 1.8114560144225273)"
Golden Agri Plaza,"108 Pasir Panjang Road, S(118535)","\$1.20/hr from 7am to 6pm for cars, \$2.00/hr from 7am to 6pm for commercial vehicles",\$2.00/entry from 10.01pm to 6.59am the following day,Charges same as weekdays,\$2.00/entry from 12midnight to 11.59pm,1.2765540000000002,103.79441690000002,"(1.2765540000000002, 103.79441690000002)",0.0222800703795037,1.8115543200926463,"(0.022280070379503698, 1.8115543200926463)"
Inno Centre,"1003 Bukit Merah Central, S(159836)",\$0.60/30min from 7am to 10pm,"\$1.20/hr from 7pm to 7am the following day for cars, \$2.20/hr from 7pm to 7am the following day for commercial vehicles",Charges same as weekdays,Charges same as weekdays,1.2834073,103.8144656,"(1.2834073000000001, 103.81446559999999)",0.022399683029130618,1.8119042359183906,"(0.022399683029130618, 1.8119042359183906)"
Tan Boon Liat Building,"315 Outram Road, S(169074)","\$1.20/hr from 7am to 7pm for cars, \$2.20/hr from 7am to 7pm for commercial vehicles","\$2.00/entry from 7pm to 10.30pm, \$4.00/entry from 10.30pm to 7am the following day","\$2.50/entry from 7am to 10.30pm, \$4.00/entry from 10.30pm to 7am the following day","\$2.50/entry from 7am to 10.30pm, \$4.00/entry from 10.30pm to 7am the following day",1.2873156,103.8340344,"(1.2873156000000001, 103.83403440000001)",0.022467895732286313,1.8122457759090547,"(0.022467895732286313, 1.8122457759090547)"
Prosper House,"101 Lorong 23 Geylang, S(388399)",\$1.20/hr from 7am to 7pm,\$0.75/30min from 7pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3176071000000005,103.8810157,"(1.3176071000000005, 103.88101570000001)",0.022996582142654185,1.813065754280922,"(0.022996582142654185, 1.8130657542809221)"
26 Tai Seng Street,"26 Tai Seng Street, S(534057)",\$0.75/30min from 7am to 7pm,"\$3.00/entry from 6.31pm to 11.59pm, Additional Overnight Charge at \$10.00 from 12midnight to 6.59am",Charges same as weekdays,\$5.00/enty from 7am to 12midnight,1.3354238,103.889142,"(1.3354238, 103.88914200000001)",0.023307542219494253,1.813207584971927,"(0.023307542219494253, 1.8132075849719269)"
Sakae Building,"28 Tai Seng Street, S(534106)",\$3.00/hr from 7am to 6.30pm,\$2.00/hr from 7pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3352933999999999,103.8898578,"(1.3352934000000001, 103.8898578)",0.023305266310149647,1.8132200780387127,"(0.023305266310149647, 1.8132200780387127)"
Charles & Keith Building,"21 Tai Seng Street, S(534166)",\$2.00/hr from 7am to 7pm,\$1.20/hr from 6.01pm to 6.59am the following day,Charges same as weekdays,\$1.20/hr from 7am to 6pm,1.3371962,103.8891337,"(1.3371961999999999, 103.8891337)",0.0233384764351566,1.813207440109599,"(0.023338476435156599, 1.813207440109599)"
Gordon Warehouse Building,"9 Kaki Bukit Road 2, S(417842)",\$1.20/hr from 7am to 6pm,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.3379603,103.897336,"(1.3379603, 103.897336)",0.023351812495971087,1.8133505972508352,"(0.023351812495971087, 1.8133505972508352)"
Marang Road,Marang Road,HDB / URA parking rates,"\$2.40/entry from 6pm to 9pm, \$0.04/min from 9pm to 7am the following day","\$0.04/min from 7am to 1pm, \$2.40/entry from 1pm to 9pm, \$0.04/min from 9m to 7am the following day","\$2.40/entry from 7am to 9pm, \$0.04/min from 9pm to 7am the following day",1.2664338,103.8211484,"(1.2664337999999999, 103.8211484)",0.022103439568543364,1.812020872781643,"(0.022103439568543364, 1.8120208727816429)"
Ren Ci Community Hospital,"71 Irrawaddy Road, S(329562)",\$0.04/min from 7am to 6pm,Free Parking,Free Parking,Free Parking,1.3229701999999999,103.8457048,"(1.3229702000000001, 103.84570479999999)",0.023090185895767883,1.8124494628140795,"(0.023090185895767883, 1.8124494628140795)"
Hotel Re!,175A Chin Swee Road S(169879),Free Parking,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2854141000000001,103.8384137,"(1.2854140999999999, 103.8384137)",0.022434708296559646,1.8123222091129876,"(0.022434708296559646, 1.8123222091129876)"
Woodlands Loop,Woodlands Loop,HDB / URA parking rates,Carpark closed,Carpark closed,Carpark closed,1.4479877,103.8072557,"(1.4479877000000001, 103.8072557)",0.025272152893379897,1.811778399424651,"(0.025272152893379897, 1.811778399424651)"
M-Park @ Club Street,Club Street,Carpark closed,"Free parking from 7pm to 12midnight, \$6.00/entry from 12midnight to 7am the following day","Free parking from 7am to 12midnight, overnight charge from 12midnight to 7am the following day","Free parking from 7am to 12midnight, overnight charge from 12midnight to 7am the following day",1.2823234,103.8460793,"(1.2823233999999999, 103.8460793)",0.022380765405368253,1.8124559990721283,"(0.022380765405368253, 1.8124559990721283)"
Midview City,18 Sin Ming Lane S(573960),"1st hr free, \$1.00/hr from 7am to 7pm",Private Car Park,Private Car Park,Private Car Park,1.3582667,103.8340504,"(1.3582666999999999, 103.83405040000001)",0.023706226035198064,1.812246055161735,"(0.023706226035198064, 1.812246055161735)"
71 Robinson Road,"71 Robinson Road, (S)068895",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.2784992,103.8488682,"(1.2784991999999999, 103.8488682)",0.022314020524113486,1.8125046745596372,"(0.022314020524113486, 1.8125046745596372)"
Tung Ann Association Building,"141 Cecil Street, S(069541)",Private Car Park,Carpark closed after 10pm daily,\$1.00/hr from 7am to 3pm,Carpark closed,1.2792741,103.848403,"(1.2792741000000001, 103.848403)",0.022327545080487194,1.812496555287957,"(0.022327545080487194, 1.8124965552879571)"
Admirax ,"8 Admiralty Street, S(757438)",\$1.00/hr from 7am to 10pm,\$5.35/entry from 6pm to 6.59am the following day,\$5.35/entry from 7am to 6.59am the following day,\$5.35/entry from 7am to 6.59am the following day,1.462136,103.815797,"(1.4621360000000001, 103.815797)",0.025519087311939814,1.8119274732320516,"(0.025519087311939814, 1.8119274732320516)"
Asia Square Tower 1,"8 Marina View, S(018960)",\$1.07/10min from 7am to 5.59pm,\$0.50/30min from 5pm to 7am the following day,Charges same as weekdays,\$0.50/30min from 7am to 7am the following day,1.279088,103.8513266,"(1.279088, 103.85132659999999)",0.02232429702274923,1.812547581733968,"(0.022324297022749229, 1.812547581733968)"
Chinatown Complex,"335 Smith Street, S(050335)",\$1.00/30min from 7am to 5pm,"\$3.50/entry from 6pm to 12midnight, Carpark closed after 12midnight","\$2.50/30min from 7am to 1pm, \$3.50/entry from 1pm to 12midnight, Carpark closed after 12midnight",\$3.50/entry,1.2825567,103.8430583,"(1.2825567, 103.8430583)",0.022384837258513157,1.8124032726754256,"(0.022384837258513157, 1.8124032726754256)"
Mapletree,"1 Kallang Sector, S(349276)",\$2.50/30min from 7am to 6pm,Private Car Park,Private Car Park,Private Car Park,1.3265047,103.8735277,"(1.3265046999999999, 103.8735277)",0.023151874558179627,1.8129350640265327,"(0.023151874558179627, 1.8129350640265327)"
AIA Tower,"1 Robinson Road, S(048542)",Private Car Park,\$2.50/entry from 6pm to 6am the following day,Charges same as weekdays,\$3.00/entry from 6am to 6am the following day,1.2819749,103.851175,"(1.2819749, 103.851175)",0.022374682932925053,1.8125449358148222,"(0.022374682932925053, 1.8125449358148222)"
