Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Latitude,Longitude,Coord,Latitude_rad,Longitude_rad,Coord_rad
Sungei Buloh Wetland Reserve,"301 Neo Tiew Crescent, S(718925)",Free parking from 7am to 7pm daily,Car Park closed after 7pm,Charges same as weekdays,Charges same as weekdays,1.446721,103.7300549,"(1.4467209999999999, 103.73005490000001)",0.025250044807744884,1.8104309912794774,"(0.025250044807744884, 1.8104309912794774)"
Abdul Gaffoor Mosque,"41 Dunlop Street, S(209369)",\$1.30/hr from 7am to 5pm,"\$1.60/entry from 5pm to 12midnight, \$1.10/hr from 12midnight to 7am the following day",Charges same as weekdays,"\$2.00/entry from 7am to 12midnight, \$1.60/hr from 12midnight to 7am the following day",1.3043995000000002,103.8537011,"(1.3043995000000002, 103.85370109999999)",0.02276606603636778,1.8125890245770566,"(0.022766066036367778, 1.8125890245770566)"
The Church Of True Light,"25G Perak Road, S(208142)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.305354,103.8538656,"(1.3053540000000001, 103.85386559999999)",0.02278272520407806,1.8125918956436764,"(0.02278272520407806, 1.8125918956436764)"
Armenian Church of Saint Gregory,"60 Hill Street, S(179366)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.29304,103.84917,"(1.29304, 103.84917)",0.022567805359987477,1.8125099419633197,"(0.022567805359987477, 1.8125099419633197)"
Buddha Tooth Relic Temple and Museum (Singapore),"288 South Bridge Road, S(058840)",\$1.20/30min from 7am to 7pm,Car Park closed after 7pm,Charges same as weekdays,Charges same as weekdays,1.2814698,103.8442667,"(1.2814698, 103.84426670000001)",0.02236586727487323,1.8124243632341068,"(0.022365867274873229, 1.8124243632341068)"
NEWater Visitor Centre,"20 Koh Sek Lim Road, S(486593)",Free parking,Car park closed after 5.30pm,Charges same as weekdays,Charges same as weekdays,1.3241466999999998,103.9586925,"(1.3241466999999998, 103.9586925)",0.023110719694417595,1.8144214701933352,"(0.023110719694417595, 1.8144214701933352)"
Masjid Hajjah Fatimah Mosque,"4001 Beach Road, S(199584)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.3029138999999998,103.862853,"(1.3029138999999998, 103.862853)",0.022740137425000143,1.81274875536487,"(0.022740137425000143, 1.81274875536487)"
Masjid Jamae Chulia Mosque,"218 South Bridge Road, S(058767)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2831582,103.8454475,"(1.2831582000000001, 103.84544749999999)",0.0223953354139639,1.8124449720819142,"(0.0223953354139639, 1.8124449720819142)"
Changi Airport Terminal 3,"65 Airport Boulevard, S(819663)",\$0.04/min from 12midnight to 12midnight the following day,\$0.04/min from 12midnight to 12midnight the following day,Charges same as weekdays,Charges same as weekdays,1.3546098999999998,103.9851428,"(1.3546098999999998, 103.98514279999999)",0.023642402835111133,1.8148831150164755,"(0.023642402835111133, 1.8148831150164755)"
Newton Circus Food Centre,"Clemenceau Ave North, S(229491)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.3092006,103.8397791,"(1.3092006, 103.8397791)",0.022849861039085276,1.8123460398385942,"(0.022849861039085276, 1.8123460398385942)"
Golden Mile Food Centre,"505 Beach Road, S(199583)","\$0.60/30min from 7am to 10am, \$0.80/30min from 10am to 10.30pm",Season parking only from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3029296,103.8638999,"(1.3029296000000001, 103.86389990000001)",0.02274041144169271,1.8127670272168093,"(0.022740411441692709, 1.8127670272168093)"
Maxwell Food Centre,"2 Murray Street, S(079519)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.279543,103.844466,"(1.2795430000000001, 103.844466)",0.022332238270845805,1.812427841675306,"(0.022332238270845805, 1.8124278416753059)"
Zion Riverside Food Centre,"86 Zion Road, S(160086)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2909537,103.8328319,"(1.2909537, 103.8328319)",0.02253139255580312,1.8122247883247997,"(0.02253139255580312, 1.8122247883247997)"
Delta Hockey Pitch,"900 Tiong Bahru Road, S(158790)",Limited Free Parking Lots,Limited Free Parking Lots,Limited Free Parking Lots,Limited Free Parking Lots,1.289297,103.820672,"(1.2892969999999999, 103.820672)",0.02250247768608533,1.8120125580330864,"(0.022502477686085331, 1.8120125580330864)"
Farrer Park Field,1 Rutland Road,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.311456,103.849107,"(1.311456, 103.84910699999999)",0.022889225195034755,1.812508842405891,"(0.022889225195034755, 1.8125088424058911)"
Geylang Field,"30 Lorong 12 Geylang, S(399005)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.3109826,103.878368,"(1.3109826, 103.87836800000001)",0.022880962806355813,1.813019543198317,"(0.022880962806355813, 1.8130195431983169)"
Saint Wilfrid Sports Complex / Saint Wilfred Field,"3 Saint Wilfred Road, S(327920)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.3253956,103.8620418,"(1.3253956, 103.8620418)",0.023132517111445757,1.812734597253978,"(0.023132517111445757, 1.8127345972539779)"
Bedok Stadium / Sports Hall / ClubFITT Gym,"1 Bedok North Street 2, S(469642)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.3261,103.938864,"(1.3261000000000001, 103.938864)",0.023144811210696805,1.8140753975826034,"(0.023144811210696805, 1.8140753975826034)"
Bishan Stadium / Sports Hall / ClubFITT Gym,"7 Bishan Street 14, S(579784)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.355076,103.851273,"(1.3550759999999999, 103.85127299999999)",0.02365053781475468,1.8125466462374893,"(0.02365053781475468, 1.8125466462374893)"
Bukit Gombak Stadium / Sports Hall / ClubFITT Gym,"800 Bukit Batok West Avenue 5, S(659081)",\$0.50/30min from 7am to 10pm,\$4.00/entry from 10pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.358174,103.752976,"(1.358174, 103.752976)",0.023704608114981464,1.8108310399426564,"(0.023704608114981464, 1.8108310399426564)"
Clementi Stadium / Sports Hall / ClubFITT Gym,"10 West Coast Walk, S(127156)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.310066,103.762529,"(1.310066, 103.762529)",0.022864965118432033,1.8109977712460994,"(0.022864965118432033, 1.8109977712460994)"
Choa Chu Kang Stadium / Sports Hall / ClubFITT Gym,"1 Choa Chu Kang Street 53, S(689236)",\$0.50/30min from 7.30am to 10.30pm,\$0.50/30min from 10.30pm to 7.30am the following day,Charges same as weekdays,Charges same as weekdays,1.3909855,103.7486763,"(1.3909855, 103.74867629999999)",0.024277276822499586,1.8107559960208082,"(0.024277276822499586, 1.8107559960208082)"
Delta Sports Hall / ClubFITT Gym,"900 Tiong Bahru Road, S(158790)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.289297,103.820672,"(1.2892969999999999, 103.820672)",0.02250247768608533,1.8120125580330864,"(0.022502477686085331, 1.8120125580330864)"
Hougang Stadium / Sports Hall / ClubFITT Gym,"100 Hougang Avenue 2, S(538856)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.369468,103.886035,"(1.3694680000000001, 103.88603499999999)",0.023901725600701702,1.8131533575920675,"(0.023901725600701702, 1.8131533575920675)"
Jurong East Sports and Cultural Centre / ClubFITT Gym,"21 Jurong East Street 31, S(609517)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.346852,103.729195,"(1.3468519999999999, 103.72919499999999)",0.023507001937070667,1.8104159831932396,"(0.023507001937070667, 1.8104159831932396)"
Jurong West Stadium / Sports Hall / ClubFITT Gym,"20 Jurong West Street 93, S(648965)",\$0.60/hr from 7am to 10.30pm,\$0.60/hr from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.338372,103.6944751,"(1.3383719999999999, 103.69447509999999)",0.023358998016501546,1.8098100066222764,"(0.023358998016501546, 1.8098100066222764)"
Tampines Stadium / Sports Hall / ClubFITT Gym,"25 Tampines Street 82, S(528988)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.352771,103.940312,"(1.3527709999999999, 103.94031200000001)",0.023610307975496212,1.8141006699501725,"(0.023610307975496212, 1.8141006699501725)"
Toa Payoh Stadium / Sports Hall / ClubFITT Gym,"297 Lorong 6 Toa Payoh, S(319389)",\$1.00/hr from 7am to 5pm,\$1.00/hr from 5pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3303976999999998,103.8511549,"(1.3303976999999998, 103.85115490000001)",0.02321982022595976,1.8125445850036426,"(0.02321982022595976, 1.8125445850036426)"
Woodlands Stadium / Sports Hall / ClubFITT Gym,"1 Woodlands Street 12, S(738619)",\$0.50/30min from 7am to 10.30pm,\$0.50/30min from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.4350836999999999,103.7804926,"(1.4350837000000001, 103.7804926)",0.025046935606702545,1.8113112952116106,"(0.025046935606702545, 1.8113112952116106)"
Yio Chu Kang Stadium / Sports Hall / ClubFITT Gym,"210 Ang Mo Kio Avenue 9, S(569777)","\$0.50 for 1st 30min, \$1.00 for next subsequent hr from 7am to 7pm","\$.50 for 1st 30min, \$1.00 for next subsequent hr from 7pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.383111,103.846582,"(1.383111, 103.846582)",0.02413984087055129,1.812464772842278,"(0.02413984087055129, 1.812464772842278)"
Yishun Stadium / Sports Hall / ClubFITT Gym,"101 Yishun Avenue 1, S(769130)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.4119978000000002,103.8311012,"(1.4119978000000002, 103.83110119999999)",0.024644010640916394,1.8121945819114353,"(0.024644010640916394, 1.8121945819114353)"
Jurong Stadium,"10 Chin Bee Road, S(619821)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.328506,103.7136419,"(1.328506, 103.71364190000001)",0.023186803832499787,1.8101445303893475,"(0.023186803832499787, 1.8101445303893475)"
Jurong East Stadium,"21 Jurong East Street 31, S(609517)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.346852,103.729195,"(1.3468519999999999, 103.72919499999999)",0.023507001937070667,1.8104159831932396,"(0.023507001937070667, 1.8104159831932396)"
Queenstown Stadium,"473A Stirling Road, S(148949)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.296241,103.802265,"(1.296241, 103.80226500000001)",0.022623673349343818,1.8116912952776718,"(0.022623673349343818, 1.8116912952776718)"
Serangoon Stadium,"35 Yio Chu Kang Road, S(545552)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.3572138,103.8746754,"(1.3572138, 103.8746754)",0.023687849463503816,1.812955095170358,"(0.023687849463503816, 1.8129550951703579)"
Jalan Besar Stadium,"100 Jalan Besar Stadium, S(207542)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.309662,103.8600859,"(1.3096620000000001, 103.8600859)",0.02285791398825398,1.8127004603591381,"(0.022857913988253979, 1.8127004603591381)"
Kallang Leisure Park,"5 Stadium Walk, S(397693)","1st hr free, \$0.50 for next subsequent 30min from 8.30am to 6pm from Mon to Thurs",\$1.50/entry from 6pm to 3am the following day from Mon to Thurs,"\$0.50 for 1st hr, \$0.40 for next subsequent 15min from 8.30am to 6pm. \$2.10/entry from 6pm to 3am the following day from Fri to Sun","\$0.50 for 1st hr, \$0.40 for next subsequent 15min from 8.30am to 6pm. \$2.10/entry from 6pm to 3am the following day from Fri to Sun",1.3023452,103.8764403,"(1.3023452, 103.8764403)",0.022730211737544054,1.8129858984863263,"(0.022730211737544054, 1.8129858984863263)"
Big Splash,"902 East Coast Parkway, S(449874)",Free parking from 12midnight to 5pm,\$1.50/hr from 5pm to 12midnight the following day,\$1.50/hr from 5am to 5am the following day,\$1.50/hr from 5am to 5am the following day,1.297117,103.8998764,"(1.2971170000000001, 103.89987640000001)",0.02263896243359129,1.8133949355951529,"(0.02263896243359129, 1.8133949355951529)"
Singapore Flyer,"30 Raffles Avenue, S(039803)",\$2.00/hr from 6am to 6pm,\$2.00/entry from 6pm to 6am the following day,"\$2.00/hr from 6am to 12midnight, \$2.00/entry from 12midnight to 6am the following day","\$2.00/hr from 6am to 12midnight, \$2.00/entry from 12midnight to 6am the following day",1.2895301,103.8632483,"(1.2895301000000001, 103.8632483)",0.02250654604857173,1.8127556546514032,"(0.022506546048571729, 1.8127556546514032)"
DHL Balloon,"Tan Quee Lan Street, S(188091)",Carpark closed,Carpark closed,Carpark closed,Carpark closed,1.2984502,103.8567847,"(1.2984502, 103.85678470000001)",0.022662231163178875,1.8126428435498714,"(0.022662231163178875, 1.8126428435498714)"
G-MAX Reverse Bungy / GX-5 Xtreme Swing,"3E River Valley Road, S(179024)","\$2.00 for 1st 2hr, \$1.00 for next subsequent hr from 7am to 5pm","\$2.00 for 1st hr, \$1.00 for next subsequent hr from 5pm to 7am the following day up to a maximum charge of \$5.00",Charges same as weekdays,\$2.50/entry from 7am to 7am the following day,1.290668,103.846205,"(1.2906679999999999, 103.846205)",0.02252640615013017,1.812458192950998,"(0.022526406150130171, 1.812458192950998)"
Central,"6 Eu Tong Sen Street, S(059817)","\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 6am to 5pm",\$3.50/entry from 5pm to 6am the following day,Charges same as weekdays,\$3.50/entry from 6am to 6am the following day,1.2889924,103.8467458,"(1.2889923999999999, 103.84674579999999)",0.022497161413183756,1.8124676316915926,"(0.022497161413183756, 1.8124676316915926)"
Regional Ferry Terminal (RFT),"1 Maritime Square, S(099253)","\$2.04/hr from 1am to 7am, \$1.40 for 1st hr \$0.70 for subsequent 30min from 7am to 6pm",\$2.60/entry from 6pm to 1am,Charges same as weekdays,Charges same as weekdays,1.2641701,103.8202645,"(1.2641701000000001, 103.82026450000001)",0.02206393055026597,1.8120054458163843,"(0.022063930550265971, 1.8120054458163843)"
International Passenger Terminal (IPT),"1 Maritime Square, S(099253)","\$2.04/hr from 1am to 7am, \$1.40 for 1st hr \$0.70 for subsequent 30min from 7am to 6pm",\$2.60/entry from 6pm to 1am the following day,Charges same as weekdays,Charges same as weekdays,1.2641701,103.8202645,"(1.2641701000000001, 103.82026450000001)",0.02206393055026597,1.8120054458163843,"(0.022063930550265971, 1.8120054458163843)"
Surbana One,"168 Jalan Bukit Merah, S(150168)",\$0.50/30min from 7am to 6pm,"\$1.00/entry from 6pm to 1am the following day, \$2.00/entry for night parking from 10.30pm to 7am",Charges same as weekdays,"\$1.00/entry from 7am to 1am the following day, \$2.00/entry for night parking from 10.30pm to 7am",1.2832255,103.818695,"(1.2832254999999999, 103.81869499999999)",0.022396510020550493,1.8119780528737746,"(0.022396510020550493, 1.8119780528737746)"
NOL Building,"456 Alexandra Road, S(119962)",\$1.60/hr from 7.30am to 5pm,\$2.50/entry from 5pm to 7.30am the following day,"\$1.60/hr from 7am to 1pm, \$2.50/entry from 1pm to 7am the following day",\$2.50/entry from 7am to 7am the following day,1.2751618,103.8013875,"(1.2751618, 103.8013875)",0.022255771905657428,1.8116759800134856,"(0.022255771905657428, 1.8116759800134856)"
Technopark @ Chai Chee,"750 Chai Chee Road, S(469000)",\$1.50/hr from 8am to 5pm,\$1.20/hr from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,1.3237033999999999,103.9221915,"(1.3237034000000001, 103.9221915)",0.023102982649843506,1.8137844075630647,"(0.023102982649843506, 1.8137844075630647)"
Link Hotel Singapore,"50 Tiong Bahru Road, S(168733)","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 7am","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 7am",Charges same as weekdays,Charges same as weekdays,1.2848666000000002,103.8343245,"(1.2848666000000002, 103.83432449999999)",0.022425152618904976,1.8122508391092147,"(0.022425152618904976, 1.8122508391092147)"
Sentosa - Imbiah,Imbiah Road,\$0.02/min from 7am to 5pm,\$2.40/entry from 5.01pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,1.2558919,103.8159477,"(1.2558918999999999, 103.81594770000001)",0.021919448704127372,1.8119301034432342,"(0.021919448704127372, 1.8119301034432342)"
Sentosa - Palawan Beach,Lighthouse Beach Walk,\$0.02/min from 7am to 5pm,\$2.40/entry from 5.01pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,1.2488313,103.8281471,"(1.2488313, 103.8281471)",0.02179621798696106,1.8121430231400022,"(0.021796217986961061, 1.8121430231400022)"
