Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Latitude_rad,Longitude_rad,Coord_rad
Saint Wilfrid Sports Complex / Saint Wilfred Field,"3 Saint Wilfred Road, S(327920)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.023132517111445757,1.812734597253978,"(0.023132517111445757, 1.8127345972539779)"
Bedok Stadium / Sports Hall / ClubFITT Gym,"1 Bedok North Street 2, S(469642)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.023144811210696805,1.8140753975826034,"(0.023144811210696805, 1.8140753975826034)"
Bishan Stadium / Sports Hall / ClubFITT Gym,"7 Bishan Street 14, S(579784)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.02365053781475468,1.8125466462374893,"(0.02365053781475468, 1.8125466462374893)"
Bukit Gombak Stadium / Sports Hall / ClubFITT Gym,"800 Bukit Batok West Avenue 5, S(659081)",\$0.50/30min from 7am to 10pm,\$4.00/entry from 10pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,0.023704608114981464,1.8108310399426564,"(0.023704608114981464, 1.8108310399426564)"
Clementi Stadium / Sports Hall / ClubFITT Gym,"10 West Coast Walk, S(127156)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.022864965118432033,1.8109977712460994,"(0.022864965118432033, 1.8109977712460994)"
Choa Chu Kang Stadium / Sports Hall / ClubFITT Gym,"1 Choa Chu Kang Street 53, S(689236)",\$0.50/30min from 7.30am to 10.30pm,\$0.50/30min from 10.30pm to 7.30am the following day,Charges same as weekdays,Charges same as weekdays,0.024277276822499586,1.8107559960208082,"(0.024277276822499586, 1.8107559960208082)"
Delta Sports Hall / ClubFITT Gym,"900 Tiong Bahru Road, S(158790)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.02250247768608533,1.8120125580330864,"(0.022502477686085331, 1.8120125580330864)"
Hougang Stadium / Sports Hall / ClubFITT Gym,"100 Hougang Avenue 2, S(538856)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.023901725600701702,1.8131533575920675,"(0.023901725600701702, 1.8131533575920675)"
Jurong East Sports and Cultural Centre / ClubFITT Gym,"21 Jurong East Street 31, S(609517)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.023507001937070667,1.8104159831932396,"(0.023507001937070667, 1.8104159831932396)"
Jurong West Stadium / Sports Hall / ClubFITT Gym,"20 Jurong West Street 93, S(648965)",\$0.60/hr from 7am to 10.30pm,\$0.60/hr from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,0.02335899801650155,1.8098100066222764,"(0.023358998016501549, 1.8098100066222764)"
Tampines Stadium / Sports Hall / ClubFITT Gym,"25 Tampines Street 82, S(528988)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.023610307975496212,1.8141006699501725,"(0.023610307975496212, 1.8141006699501725)"
Toa Payoh Stadium / Sports Hall / ClubFITT Gym,"297 Lorong 6 Toa Payoh, S(319389)",\$0.60/30min from 7am to 5pm,\$0.60/30min from 5pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,0.023219820225959763,1.8125445850036426,"(0.023219820225959763, 1.8125445850036426)"
Woodlands Stadium / Sports Hall / ClubFITT Gym,"1 Woodlands Street 12, S(738619)",\$0.50/30min from 7am to 10.30pm,\$0.50/30min from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,0.025046935606702545,1.8113112952116106,"(0.025046935606702545, 1.8113112952116106)"
Yio Chu Kang Stadium / Sports Hall / ClubFITT Gym,"210 Ang Mo Kio Avenue 9, S(569777)","\$0.50 for 1st 30min, \$1.00 for next subsequent hr from 7am to 7pm","\$.50 for 1st 30min, \$1.00 for next subsequent hr from 7pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,0.02413984087055129,1.812464772842278,"(0.02413984087055129, 1.812464772842278)"
Yishun Stadium / Sports Hall / ClubFITT Gym,"101 Yishun Avenue 1, S(769130)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.02464401064091639,1.8121945819114353,"(0.02464401064091639, 1.8121945819114353)"
Jurong Stadium,"10 Chin Bee Road, S(619821)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.023186803832499787,1.8101445303893475,"(0.023186803832499787, 1.8101445303893475)"
Jurong East Stadium,"21 Jurong East Street 31, S(609517)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.023507001937070667,1.8104159831932396,"(0.023507001937070667, 1.8104159831932396)"
Queenstown Stadium,"473A Stirling Road, S(148949)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.022623673349343818,1.8116912952776718,"(0.022623673349343818, 1.8116912952776718)"
Serangoon Stadium,"35 Yio Chu Kang Road, S(545552)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.023687849463503816,1.812955095170358,"(0.023687849463503816, 1.8129550951703579)"
Jalan Besar Stadium,"100 Jalan Besar Stadium, S(207542)",\$0.60/30min from 8am to 5pm,\$0.60/30min from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,0.022857913988253976,1.8127004603591381,"(0.022857913988253976, 1.8127004603591381)"
Kallang Leisure Park,"5 Stadium Walk, S(397693)","1st hr free, \$0.50 for next subsequent 30min from 8.30am to 6pm from Mon to Thurs",\$1.50/entry from 6pm to 3am the following day from Mon to Thurs,"\$0.50 for 1st hr, \$0.40 for next subsequent 15min from 8.30am to 6pm. \$2.10/entry from 6pm to 3am the following day from Fri to Sun","\$0.50 for 1st hr, \$0.40 for next subsequent 15min from 8.30am to 6pm. \$2.10/entry from 6pm to 3am the following day from Fri to Sun",0.022730211737544054,1.8129858984863263,"(0.022730211737544054, 1.8129858984863263)"
Big Splash,"902 East Coast Parkway, S(449874)",Free parking from 12midnight to 5pm,\$1.50/hr from 5pm to 12midnight the following day,\$1.50/hr from 5am to 5am the following day,\$1.50/hr from 5am to 5am the following day,0.02263896243359129,1.8133949355951529,"(0.02263896243359129, 1.8133949355951529)"
Singapore Flyer,"30 Raffles Avenue, S(039803)",\$2.00/hr from 6am to 6pm,\$2.00/entry from 6pm to 6am the following day,"\$2.00/hr from 6am to 12midnight, \$2.00/entry from 12midnight to 6am the following day","\$2.00/hr from 6am to 12midnight, \$2.00/entry from 12midnight to 6am the following day",0.02250654604857173,1.8127556546514032,"(0.022506546048571729, 1.8127556546514032)"
DHL Balloon,"Tan Quee Lan Street, S(188091)",Carpark closed,Carpark closed,Carpark closed,Carpark closed,0.022662231163178875,1.8126428435498714,"(0.022662231163178875, 1.8126428435498714)"
G-MAX Reverse Bungy / GX-5 Xtreme Swing,"3E River Valley Road, S(179024)","\$2.00 for 1st 2hr, \$1.00 for next subsequent hr from 7am to 5pm","\$2.00 for 1st hr, \$1.00 for next subsequent hr from 5pm to 7am the following day up to a maximum charge of \$5.00",Charges same as weekdays,\$2.50/entry from 7am to 7am the following day,0.02252640615013017,1.812458192950998,"(0.022526406150130171, 1.812458192950998)"
Central,"6 Eu Tong Sen Street, S(059817)","\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 6am to 5pm",\$3.50/entry from 5pm to 6am the following day,Charges same as weekdays,\$3.50/entry from 6am to 6am the following day,0.022497161413183756,1.8124676316915926,"(0.022497161413183756, 1.8124676316915926)"
Regional Ferry Terminal (RFT),"1 Maritime Square, S(099253)","\$2.04/hr from 1am to 7am, \$1.40 for 1st hr \$0.70 for subsequent 30min from 7am to 6pm",\$2.60/entry from 6pm to 1am,Charges same as weekdays,Charges same as weekdays,0.022063930550265964,1.8120054458163843,"(0.022063930550265964, 1.8120054458163843)"
International Passenger Terminal (IPT),"1 Maritime Square, S(099253)","\$2.04/hr from 1am to 7am, \$1.40 for 1st hr \$0.70 for subsequent 30min from 7am to 6pm",\$2.60/entry from 6pm to 1am the following day,Charges same as weekdays,Charges same as weekdays,0.022063930550265964,1.8120054458163843,"(0.022063930550265964, 1.8120054458163843)"
Surbana One,"168 Jalan Bukit Merah, S(150168)",\$0.50/30min from 7am to 6pm,"\$1.00/entry from 6pm to 1am the following day, \$2.00/entry for night parking from 10.30pm to 7am",Charges same as weekdays,"\$1.00/entry from 7am to 1am the following day, \$2.00/entry for night parking from 10.30pm to 7am",0.022396510020550493,1.8119780528737746,"(0.022396510020550493, 1.8119780528737746)"
NOL Building,"456 Alexandra Road, S(119962)",\$1.60/hr from 7.30am to 5pm,\$2.50/entry from 5pm to 7.30am the following day,"\$1.60/hr from 7am to 1pm, \$2.50/entry from 1pm to 7am the following day",\$2.50/entry from 7am to 7am the following day,0.022255771905657428,1.8116759800134856,"(0.022255771905657428, 1.8116759800134856)"
Technopark @ Chai Chee,"750 Chai Chee Road, S(469000)",\$1.50/hr from 8am to 5pm,\$1.20/hr from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,0.023102982649843506,1.8137844075630647,"(0.023102982649843506, 1.8137844075630647)"
Link Hotel Singapore,"50 Tiong Bahru Road, S(168733)","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 7am","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 7am",Charges same as weekdays,Charges same as weekdays,0.022425152618904973,1.8122508391092147,"(0.022425152618904973, 1.8122508391092147)"
Sentosa - Imbiah,Imbiah Road,\$0.02/min from 7am to 5pm,\$2.40/entry from 5.01pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,0.021919448704127372,1.8119301034432342,"(0.021919448704127372, 1.8119301034432342)"
Sentosa - Palawan Beach,Lighthouse Beach Walk,\$0.02/min from 7am to 5pm,\$2.40/entry from 5.01pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,0.021820792222829143,1.8120148985196132,"(0.021820792222829143, 1.8120148985196132)"
Sentosa - Tanjong Beach,Tanjong Beach Walk,\$0.02/min from 7am to 5pm,\$2.40/entry from 5.01pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,0.021734960420874565,1.8121116176854417,"(0.021734960420874565, 1.8121116176854417)"
Reflections at Bukit Chandu (RBC),"31K Pepys Road, S(118458)",Free Parking,Free Parking,Free Parking,Free Parking,0.022332222562882538,1.8115529500091831,"(0.022332222562882538, 1.8115529500091831)"
Memories at Old Ford Factory (MOFF),"351 Upper Bukit Timah Road, S(588192)",Free Parking,Free Parking,Free Parking,Free Parking,0.023598148266597566,1.8110881251961457,"(0.023598148266597566, 1.8110881251961457)"
National Archives of Singapore (NAS),"1 Canning Rise, S(179868)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.022572325762750145,1.8124999586799981,"(0.022572325762750145, 1.8124999586799981)"
The Battle Box,"51 Canning Rise, S(179872)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.022622648841072894,1.812457264435836,"(0.022622648841072894, 1.8124572644358361)"
Civilian War Memorial (War Memorial Park),"War Memorial Park, Beach Road, S(189701)","\$2.20 for 1st 2hr, \$1.10/30min from 7am to 5pm from Mon to Thurs","\$2.20/entry from 5pm to 2am the following day, \$1.10/30min from 2am to 7am from Mon to Thurs","\$2.40 for 1st 2hr, \$1.20/hr for next subsequent 2hr, \$1.40/30min after the 4th hr from 7am to 2am the following day, \$1.10/30min from 2am to 7am from Fri to Sun","\$2.40 for 1st 2hr, \$1.20/hr for next subsequent 2hr, \$1.40/30min after the 4th hr from 7am to 2am the following day, \$1.10/30min from 2am to 7am from Fri to Sun",0.022571166864126822,1.8126053556228676,"(0.022571166864126822, 1.8126053556228676)"
Kranji War Memorial,"9 Woodlands Road, S(738656)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.024766728231282616,1.8109097717452136,"(0.024766728231282616, 1.8109097717452136)"
Aero-Green Technology,"260 Neo Tiew Crescent, S(718899)",Free parking from 9am to 5pm daily,Car Park closed after 5pm,Charges same as weekdays,Charges same as weekdays,0.025215660076151346,1.8104193412067202,"(0.025215660076151346, 1.8104193412067202)"
Bollywood Veggies / Poison Ivy Bistro,"100 Neo Tiew Road, S(719026)",Free parking,Free parking,Charges same as weekdays,Charges same as weekdays,0.02475433639359345,1.8102005746569583,"(0.024754336393593451, 1.8102005746569583)"
DreamFish (Lim Chu Kang Agrotechnology Park),"221 Neo Tiew Crescent, S(718831)",Free parking from 9am to 6pm on Mon to Sat,Free parking from 9am to 6pm on Mon to Sat,Charges same as weekdays,Closed,0.02505987373244758,1.8103361692865456,"(0.025059873732447582, 1.8103361692865456)"
Fire Flies Health Farm,"75 Lim Chu Kang Lane 2, S(719842)",Free parking,Free parking,Charges same as weekdays,Charges same as weekdays,0.024943289229072865,1.8101512150003827,"(0.024943289229072865, 1.8101512150003827)"
Hausmann Marketing Aquarium (Fish Farm),"291 Plot 113 Neo Tiew Crescent, S(718903)",Free parking,Free parking,Charges same as weekdays,Charges same as weekdays,0.02520812199911198,1.8104125448946131,"(0.025208121999111981, 1.8104125448946131)"
Changi Point Coastal Walk / Changi Beach (Car Park 1 to 6),Changi Beach,HDB / URA parking rates from 8.30am to 5pm,Free parking from 5.01pm to 8.29am the following day,Charges same as weekdays,Free Parking,0.024276540293555242,1.8150037626463487,"(0.024276540293555242, 1.8150037626463487)"
IBM Place 2,"9 Changi Business Park Central 1, S(486048)",\$0.50/30min from 7am to 10pm,Car Park closed after 10pm,Charges same as weekdays,"Free parking from 7am to 10pm, Car Park closed after 10pm",0.023327276657346553,1.8145352778778698,"(0.023327276657346553, 1.8145352778778698)"
PSA Building,"460 Alexandra Road, S(119963)",\$2.00/hr from 7am to 6.30pm,"Free parking from 6.30pm to 11pm, \$2.40/hr from 11pm to 7am the following day","Free parking from 7am to 11pm, \$2.40/hr from 11pm to 7am the following day","Free parking from 7am to 11pm, \$2.40/hr from 11pm to 7am the following day",0.022234548701953176,1.8116770586269633,"(0.022234548701953176, 1.8116770586269633)"
The Comtech,"60 Alexandra Terrace, S(118502)",Carpark closed,Carpark closed,Carpark closed,Carpark closed,0.022281815708755686,1.811618871095031,"(0.022281815708755686, 1.8116188710950309)"
"East Coast Park (Car Park B, C, D, F, G and H)","1000 East Coast Parkway, S(449876)",Free Parking,Free Parking,Free Parking,Free Parking,0.022713461812712662,1.8136215072573298,"(0.022713461812712662, 1.8136215072573298)"
Marina at Keppel Bay,"2 Keppel Bay Vista, S(098382)",\$2.50/hr from 7am to 11.59pm,\$5.00/hr from 12am to 6.59am,Charges same as weekdays,Charges same as weekdays,0.022060572536785127,1.8118693188613753,"(0.022060572536785127, 1.8118693188613753)"
Crocodile House,"3 Ubi Avenue 3, S(408857)",\$1.40/hr from 8am to 5pm,\$2.00/entry from 5pm to 8am the following day,"\$1.40/hr from 8am to 3pm, Car Park closed after 3pm",Closed,0.023232248715563217,1.8132297052748665,"(0.023232248715563217, 1.8132297052748665)"
Millenia Tower,"1 Temasek Avenue, S(039192)","\$3.30 for 1st hr, \$1.10 for next subsequent 30min from 7am to 6pm",\$2.20/entry from 6pm to 7am the following day,"\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day","\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day",0.022563489160747296,1.8127049004767553,"(0.022563489160747296, 1.8127049004767553)"
Centennial Tower,"3 Temasek Avenue, S(039190)","\$3.30 for 1st hr, \$1.10 for next subsequent 30min from 7am to 6pm",\$2.20/entry from 6pm to 7am the following day,"\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day","\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day",0.022575748353413302,1.8127034762880856,"(0.022575748353413302, 1.8127034762880856)"
HDB Blk 3 (Tanjong Pagar Plaza),"Blk 3, Tanjong Pagar Plaza, S(081003)",\$0.05/min from 7am to 4.59pm,"\$0.02/min from 5pm to 10.29pm, \$0.02/min up to a maximum charge of \$5.00 from 10.30pm to 6.59am the following day","\$0.05/min from 7am to 4.59pm, \$0.02/min from 5pm to 10.29pm, \$0.02/min up to a maximum charge of \$5.00 from 10.30pm to 6.59am the following day","Free parking from 7am to 10.29pm, \$0.02/min up to a maximum charge of \$5.00 from 10.30pm to 6.59am the following day",0.022265777878259112,1.8123854162118485,"(0.022265777878259112, 1.8123854162118485)"
